UniqueCount	AmbigCount
70	1
14	0
48	0
6	21
243	0
1	0
2	3
24	0
209	159
4	0
0	759
131	0
1398	10
44	0
18	0
8	25
0	39
10	0
27	0
24	0
2	7
132	0
15	0
0	28
30	49
11	0
14	0
342	120
131	0
80	0
3	0
0	0
0	7
18	0
0	106
0	9
2	0
3	1
43	0
30	9
47	0
1284	0
58	20
8	8
8	0
11	0
43	0
67	2
275	0
0	24
20	0
27	0
24	47
37	0
0	387
1	25
2	0
58	0
0	44
4	24
34	0
46	1
21	0
45	0
0	1
0	70
4	0
14	0
439	11
40	12
40	0
26	8
41	0
1	16
1	0
38	292
47	0
0	72
9	0
10	39
139	12
20	0
5	0
379	13
17	14
156	79
1	0
0	106
15	0
2	0
0	79
31	0
70	0
68	1
126	0
23	0
0	0
0	29
0	72
0	6
0	27
0	194
0	1
0	727
0	258
0	28
0	626
1	8
0	0
1	6
1	140
0	56
0	2
0	142
0	109
1	0
0	303
0	147
2	106
0	0
0	172
0	0
0	1
0	0
0	29
0	207
0	0
0	135
12	0
0	41
0	1
0	107
0	0
8	120
0	63
0	147
0	2
0	570
0	0
31	45
0	0
12	19
0	7
5	0
40	0
0	0
5	0
0	2
0	2549
0	1797
0	124
15	13
0	274
0	11
0	67
0	66
0	384
0	22
0	171
0	13
0	23
4	21
0	0
0	16
0	493
0	126
1	0
0	11
0	1954
0	845
0	21
1	41
1	1
0	254
0	16
0	17
91	0
17	0
27	27
0	7
0	22
0	0
0	70
173	0
0	768
0	781
0	0
0	106
1	139
37	0
0	3
0	61
0	0
0	12
0	0
0	0
0	179
0	0
49	0
0	666
0	1
10	20
0	6
0	220
11	136
0	0
0	91
0	0
0	8
0	178
0	33
0	0
0	21
0	347
36	1291
2	178
0	1716
14	61
0	85
0	173
0	1
52	993
0	20
0	0
0	46
0	22
0	103
0	10
4	0
4	2
0	34
0	3
0	0
0	68
20	0
0	3
0	81
0	3
0	18
41	0
0	0
0	2
0	77
0	113
0	38
0	0
3	0
67	0
1	127
0	52
0	0
0	435
0	35
0	64
0	162
0	19
0	0
3	10
0	135
0	0
0	0
0	2
0	0
0	3
0	680
0	124
0	2104
0	0
0	51
1	124
2	90
0	0
0	80
0	0
0	224
0	440
0	0
0	58
0	13
0	155
0	0
0	133
5	3
0	0
0	0
0	139
0	0
0	1
0	87
0	90
1	0
0	0
0	0
0	88
101	0
0	51
0	8
0	0
0	52
1	188
0	156
0	213
1	32
0	16
0	27
0	0
1	332
0	597
10	0
54	0
15	0
0	1
92	0
0	3
97	5
4	31
0	5
0	0
1	71
12	0
25	58
0	3
0	94
15	52
0	14
0	0
22	1
10	0
1	343
0	148
41	26
0	3
0	609
2	1024
0	706
0	11
0	345
0	353
0	0
0	0
2	0
0	0
0	0
0	179
0	17
0	441
0	779
48	63
0	160
0	2629
0	96
0	91
8	0
0	0
0	0
0	2654
0	32
0	292
0	109
0	16
0	0
0	114
0	107
0	56
0	219
0	274
0	364
16	0
0	15
0	0
0	160
0	0
0	1
0	154
0	29
0	45
17	0
0	0
0	31
0	5
10	0
1	46
0	466
4	31
0	5
0	5
0	5
0	109
0	375
0	3
0	7
0	7
0	5
0	166
0	2
0	135
0	335
0	944
0	24
0	132
0	16
0	14
0	227
13	0
0	79
0	1
0	10
0	0
0	4
0	0
0	68
0	175
0	429
0	1
0	60
0	55
7	0
4	13
0	71
0	244
0	141
6	2
0	6
0	149
4	0
0	0
0	2
0	0
0	67
0	0
0	98
0	36
0	0
0	222
0	0
0	19
0	312
16	0
0	34
0	3
0	44
0	105
0	0
0	0
1	0
0	127
0	811
1	0
0	0
0	36
1	145
6	24
0	3
0	48
0	1
1	2
0	165
0	1
1	109
0	110
0	10
0	0
0	0
0	2
0	4
0	24
0	92
0	2
0	104
0	0
0	0
0	59
0	0
0	59
0	0
0	73
0	0
0	1
1	72
2	56
0	5
1	30
0	35
0	35
0	72
0	0
0	285
0	6
0	0
0	1
0	101
0	90
0	0
0	61
0	1
0	49
0	0
0	0
0	52
0	1
8	0
0	1
0	0
0	0
0	208
0	2
0	129
0	53
0	1111
0	328
0	81
0	10
0	4
0	381
0	15
0	0
0	141
0	23
0	181
0	7
0	3
0	0
0	23
0	159
0	37
0	21
0	1
0	3137
0	302
0	1505
0	22
0	38
0	31
66	7
0	1
3	0
0	29
0	171
0	11
0	0
0	0
0	166
0	365
0	144
0	33
0	9
0	21
1	188
0	0
0	0
0	740
0	309
0	171
0	17
19	0
0	106
0	1077
0	88
0	20
0	251
0	210
0	107
0	42
1	12
0	113
0	42
0	188
1	0
0	119
0	0
13	54
3	2
0	0
0	232
2	0
0	768
0	4
1	4
0	2
0	18
0	30
0	0
0	22
0	293
0	0
0	3
0	10
0	135
3	0
0	32
0	143
0	40
0	119
0	18
0	3
0	443
0	1
0	13
0	2
0	0
0	78
0	135
0	0
0	100
0	638
0	845
1	0
0	2
0	26
2	0
0	137
0	114
0	1
0	13
0	11
0	2
0	259
0	467
0	0
12	107
0	111
0	609
0	122
0	1
0	13
0	2
0	0
7	0
0	125
0	36
0	0
0	233
0	0
1	15
0	80
0	384
0	62
0	0
0	0
0	75
0	19
1	26
0	25
0	0
0	171
1	57
0	113
0	0
36	0
0	1224
0	36
0	46
101	0
3	5
0	3
43	0
0	0
0	24
0	35
156	3950
0	425
2	110
0	152
1	2
63	194
0	160
1	50
0	3
0	191
0	143
0	0
115	26
0	223
154	76
206	500
0	34
4	149
31	1237
0	77
0	0
4	21
162	541
0	13
84	20
0	0
0	0
0	0
0	43
0	68
0	0
0	2183
0	1
0	0
0	10
0	42
0	14
0	0
0	0
0	2
0	66
0	5
0	0
0	2089
0	310
57	0
55	0
0	231
0	70
0	33
0	106
0	3
0	1
0	63
0	0
45	0
0	175
11	15
0	46
0	107
0	0
0	0
0	721
0	3
0	130
5	8
2	1
0	190
0	1
0	6
0	57
0	1
0	0
2	962
0	97
0	0
0	26
0	81
0	122
8	0
0	128
0	64
11	0
0	2
0	57
0	4
0	647
0	100
0	1
1	350
0	3
0	0
0	4
0	787
0	0
130	0
16	0
0	33
0	847
0	151
28	1
10	0
12	73
47	0
0	62
0	18
0	0
0	1061
0	90
0	3
0	151
0	0
0	67
0	5
0	0
0	30
13	0
0	522
50	0
0	0
0	104
46	0
0	0
1	2
0	206
0	74
0	11
0	30
0	171
0	0
0	109
0	0
0	99
0	131
0	3
29	0
0	97
0	0
0	320
0	22
0	103
0	123
0	53
0	3
0	0
0	1
0	116
0	171
0	155
0	0
0	2
0	1
2	51
0	0
0	96
0	637
0	22
8	0
62	0
0	7
0	67
8	36
1	750
0	45
0	98
0	5
0	32
0	4
0	345
0	4
1	78
0	114
0	0
0	152
0	35
0	146
8	61
0	275
0	0
8	427
0	36
0	67
0	13
1	24
0	532
0	4
0	156
0	87
1	0
1	106
0	4
0	27
0	310
0	0
0	2629
0	53
70	0
0	72
0	16
13	0
0	9
0	0
0	39
56	0
11	21
0	120
0	195
0	0
0	67
0	45
0	0
1	340
1	416
0	156
0	0
0	10
0	0
0	1
0	4
0	18
0	400
0	0
0	0
0	0
0	8
0	0
236	13
0	19
0	21
0	0
1	0
0	36
0	357
0	0
0	1
2	0
0	15
0	23
0	0
0	27
0	27
0	3
52	0
0	8
1	39
0	26
0	1
0	17
0	71
1	125
0	135
12	0
0	3
0	77
0	98
0	4
0	0
0	30
9	0
0	2
0	1
0	13
0	271
0	15
0	114
3	0
106	0
0	0
0	4
192	0
0	58
0	38
0	6
0	1
0	194
0	66
0	100
0	11
0	11
0	247
21	0
0	714
0	58
1	4
0	762
0	17
0	0
1	106
0	2346
0	268
0	0
0	55
0	34
0	108
0	375
0	9
6	2
0	0
0	75
0	7
0	18
0	2
0	1
22	16
0	0
1	126
0	15
0	69
0	2
0	0
0	0
0	81
0	6
0	0
50	0
0	50
0	14
0	104
0	0
0	3
0	104
2	2
0	0
0	1
0	5
0	1
0	52
0	0
0	299
15	0
21	0
0	3
0	1342
0	25
0	178
0	92
0	32
0	0
0	257
0	675
0	26
0	45
0	0
0	260
0	100
16	37
1	41
2	4
2	0
0	1
1	323
0	11
0	0
0	2
0	107
0	0
61	0
98	0
0	28
0	111
0	328
0	0
1	189
54	0
0	3
0	55
15	0
0	0
1	85
0	94
0	16
0	3
0	0
0	156
0	4
0	0
0	1
83	0
0	251
30	0
0	0
0	17
0	94
0	0
0	26
0	182
0	458
0	15
0	1
0	138
0	111
0	41
0	42
0	2603
0	52
0	19
0	86
0	0
0	391
0	4
0	65
0	59
0	3
0	50
0	79
1	7
0	4
0	2
0	307
3	24
0	2285
40	1
16	21
0	4
0	3
0	448
0	2
0	13
0	1
0	5
0	205
0	25
0	2
0	4
6	163
160	0
0	0
0	20
0	85
0	5
0	97
0	87
92	0
0	247
3	3
0	17
0	3
0	0
0	786
1	168
113	0
0	2
2	229
0	179
0	0
0	4
0	660
2	181
4	129
40	0
0	15
0	5
0	9
0	61
0	171
0	0
7	183
0	74
78	0
2	0
0	512
0	661
0	1
0	26
0	277
0	254
0	106
0	309
0	165
0	651
2	56
0	8
0	97
0	11
0	0
91	4
141	142
5	0
0	0
2	101
0	2
0	76
0	26
0	174
0	58
0	144
6	0
0	0
12	14
0	63
0	296
0	83
0	1660
20	0
1	204
0	102
0	114
0	37
1	0
0	1
0	94
0	0
0	242
0	2
1	513
64	154
0	3
0	42
0	77
0	0
0	22
0	97
0	8
0	447
0	62
11	1
0	14
0	317
0	727
0	226
0	17
98	0
0	0
0	3
0	4
1	0
8	140
10	15
4	0
1	136
0	3
0	258
0	2
0	0
0	16
0	116
0	190
0	39
0	35
0	17
0	509
0	778
0	0
0	353
0	0
0	660
0	2
0	2
0	65
0	644
0	33
0	14
0	0
11	41
0	625
0	53
0	21
0	377
