UniqueCount	AmbigCount
562	31
28	0
38	0
20	118
626	0
45	0
4	18
38	0
3584	2889
2	0
3	7173
600	0
7688	230
102	0
53	0
6	118
0	108
26	0
78	0
50	0
2	4
373	0
96	0
0	81
170	751
19	0
268	0
2475	895
359	0
214	2
2	1
0	0
0	14
56	0
1	1014
10	61
1	0
14	12
402	0
88	41
67	0
6306	0
72	22
15	14
26	0
14	0
117	0
246	38
1303	0
0	1005
24	0
69	0
231	365
50	0
3	4668
12	141
2	0
163	0
0	117
6	121
194	0
25	0
123	0
336	0
0	0
0	141
14	3
36	0
2454	76
133	49
127	0
80	37
150	0
0	88
7	9
416	2282
142	0
0	328
113	0
101	150
592	71
70	0
12	0
4995	297
47	58
3031	704
6	6
1	467
18	0
4	0
1	697
37	0
232	0
1154	4
1054	0
46	0
0	0
0	217
0	515
0	5
0	59
0	534
0	0
0	3317
0	1951
0	112
3	7273
1	1
0	7
2	34
2	1082
0	384
0	2
0	351
0	271
13	0
0	2607
0	575
3	291
0	0
3	645
0	72
1	31
0	0
0	110
0	2356
0	2
0	878
33	0
0	938
0	1
0	175
0	24
16	396
0	433
0	549
0	5
0	1841
0	73
139	296
0	0
25	58
0	24
3	0
1337	0
0	0
2	0
0	17
0	11022
0	9165
0	1793
1815	386
0	264
0	102
0	586
0	1062
0	1318
0	81
0	957
0	99
0	333
34	82
0	0
0	190
0	3595
0	561
3	0
0	77
0	19570
1	2350
0	95
0	136
1	6
1	1580
0	21
0	37
467	0
119	0
55	24
0	48
0	113
0	0
0	483
951	0
0	1253
0	1838
0	0
0	665
1	283
44	0
0	20
2	125
0	4
0	23
0	14
0	0
0	1030
0	0
161	0
0	1803
0	4
22	11
0	9
0	658
23	434
0	0
0	346
1	0
0	23
0	1278
0	416
0	0
0	994
0	1422
397	7470
17	1013
0	14080
44	89
0	130
1	2189
0	10
648	5224
0	65
0	0
0	441
0	327
0	842
0	218
21	0
17	87
0	169
0	22
0	0
0	374
28	0
0	17
0	637
0	59
0	24
190	0
0	0
0	1
0	1421
0	569
0	26
0	0
35	0
126	0
3	279
0	413
0	0
0	573
0	332
0	305
0	2252
0	61
0	38
12	31
0	876
0	0
0	0
0	4
0	0
0	2
1	2655
0	763
0	7179
0	14
0	43
3	1498
3	610
0	0
0	559
0	0
1	2202
1	725
0	0
0	58
0	17
0	2147
0	0
0	807
5	6
0	0
0	3
0	1056
0	2
0	5
0	213
0	252
1	0
0	0
3	0
0	1093
223	0
0	225
0	74
0	9
0	32
0	2236
0	2520
0	1301
7	168
0	83
0	546
0	0
1	1362
1	9206
93	0
149	0
31	0
1	7
571	0
3	1
565	27
8	47
0	21
0	0
2	285
106	0
172	239
11	11
0	1134
43	273
0	103
0	0
22	0
220	0
3	2899
1	499
2187	204
0	29
1	1752
4	8809
0	9986
0	50
0	2042
0	1460
0	0
0	0
7	0
0	0
0	24
0	1259
0	268
0	671
0	1396
140	206
0	620
0	11576
0	795
0	311
16	1
0	2
0	0
0	14057
0	69
0	2137
3	816
0	292
0	62
0	182
0	748
0	147
0	399
1	1112
0	507
21	0
0	33
0	0
0	1154
0	0
0	0
0	1086
2	89
0	322
38	0
0	0
1	134
0	10
25	0
3	98
0	3748
4	64
0	9
0	9
0	63
0	1134
0	928
0	18
0	215
0	10
0	33
1	863
0	1
0	432
0	962
0	2707
1	47
0	265
0	31
0	174
0	2763
19	0
0	881
0	7
0	80
0	0
4	10
3	0
0	213
0	873
3	552
0	6
0	24
0	76
19	0
29	46
0	293
0	1376
1	733
4	9
0	19
0	760
7	2
1	0
0	0
0	0
0	1064
0	0
0	1130
0	256
0	0
1	2033
0	0
0	121
4	1079
87	0
0	75
0	20
0	102
7	1470
0	0
0	0
48	0
1	1318
1	9464
6	0
0	0
0	162
1	423
14	39
0	19
0	102
0	6
4	6
0	854
0	4
0	1202
0	271
0	52
0	0
0	0
0	5
0	8
0	245
0	491
0	2
0	954
0	0
0	0
0	133
1	0
1	559
0	10
0	1188
1	0
2	7
56	815
3	822
0	36
0	60
1	520
0	170
0	344
0	0
1	3076
0	23
0	0
1	1
0	763
1	492
0	0
0	324
0	0
0	187
0	0
1	0
1	244
0	0
14	0
0	0
0	0
0	0
0	159
0	1
0	842
0	546
0	7058
0	1782
0	360
0	82
0	8
0	1081
0	160
0	0
1	547
0	73
0	492
1	24
3	6
0	0
0	72
0	701
0	179
0	243
0	1
11	11057
0	3664
0	21687
0	210
0	862
0	225
88	9
0	0
81	12
0	208
0	641
0	4
0	0
0	1
